Street Number	Street Name	Zip Code	Full Address	Latitude	Longitude	Pickup Type	Grade	Geocode	Student Uses Wheelchair	Requires Monitor	Child Safety Restraint System	Neighborhood Safety Score	Proposed Maximium Walk to Stop Distance	Assigned School	Current School Start Time	Current School End Time	School Address	School Latitude	School Longitude
26	SALMAN ST	2132	26 Salman St	42.26564	-71.16537	D2D	2	25025130402				2	0.4	Jean Yawkey School	9:30:00 AM	5:00:00 PM	"105 Cummins Hgwy, 02131"	42.283304	-71.125275
26	ELDER ST	2125	26 Elder St # 1	42.32034	-71.06392	D2D	1	25025091300				5	0.4	Ben Mondor School	7:30:00 AM	3:00:00 PM	"205 Townsend St, 02121"	42.316794	-71.084757
26	BROOKVALE ST	2124	26 Brookvale St	42.27898	-71.06488	D2D	1	25025100800				4	0.2	Frank Sullivan School	9:30:00 AM	4:10:00 PM	"174 Ipswich St, 02215"	42.346182	-71.094974
26	SEDGWICK ST	2130	26 Sedgwick St	42.3087	-71.11437	D2D	4	25025120400				3	0.5	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
26	HOLBROOK ST	2130	26 Holbrook St	42.31021	-71.11746	Corner	5	25025120103				1	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
26	EMBASSY RD	2135	26 Embassy Rd	42.34187	-71.15587	D2D	6	25025000402				4	0.5	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
26	BRYON RD	2467	26 Bryon Rd #B-26-4	42.300674	-71.166915	Corner	K	25025130100				1	0.2	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
26	TELEGRAPH ST	2127	26 Telegraph St	42.333061	-71.049712	D2D	3	25025061000				4	0.5	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
26	DWIGHT ST	2118	26 Dwight St # L1	42.344151	-71.068845	Corner	6	25025070500				4	0.5	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
26	CUMBERLAND ST	2115	26 Cumberland St	42.34346	-71.08139	Corner	3	25025010500				4	0.5	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
26	CUMBERLAND ST	2115	26 Cumberland St	42.34346	-71.08139	D2D	2	25025010500				4	0.4	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
26	BATESWELL RD	2124	26 Bateswell Rd	42.28607	-71.05832	Corner	1	25025100800				4	0.4	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
26	LEE ST	2130	26 Lee St	42.3071	-71.11158	D2D	2	25025120400				3	0.4	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
26	BEACON ST	2136	26 Beacon St # 1	42.253251	-71.117158	Corner	5	25025140202				2	0.5	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
26	ALWIN ST	2136	26 Alwin St	42.25353	-71.14191	Corner	2	25025140102				3	0.4	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
26	MELBOURNE ST	2124	26 Melbourne St	42.29049	-71.06554	Corner	4	25025100500				6	0.5	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
26	CROSS ST	2129	26 Cross St	42.37708	-71.06259	D2D	5	25025040300				3	0.5	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
26	SHEAFE ST	2113	26 Sheafe St # 3	42.36629	-71.05601	D2D	1	25025030100				1	0.4	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
26	MONUMENT ST	2129	26 Monument St # 1	42.377862	-71.060161	Corner	2	25025040300				3	0.4	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
26	BARRINGTON RD	2124	26 Barrington Rd	42.28564	-71.06091	Corner	K	25025100800				4	0.2	Nomar Garciaparra School	8:30:00 AM	3:10:00 PM	"54 Dighton St, 02135"	42.347796	-71.155576
26	WESTGATE RD	2467	26 Westgate Rd #W-26-5	42.301344	-71.165803	Corner	5	25025130100				1	0.5	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
26	BRYON RD	2467	26 Bryon Rd #B-26-1	42.300674	-71.166915	D2D	2	25025130100				1	0.4	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
26	COMMONWEALTH TE	2135	26 Commonwealth Ter # 6-A	42.34667	-71.14019	Corner	K	25025000701				3	0.3	Herb Pennock School	7:30:00 AM	2:10:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
26	CASPIAN WY	2125	26 Caspian Way	42.31071	-71.05039	Corner	K	25025091001				6	0.3	Joe Mooney School	8:30:00 AM	3:10:00 PM	"77 Lawrence Ave, 02121"	42.311055	-71.076481
26	WALK HILL ST	2130	26 Walk Hill St	42.29495	-71.11545	Corner	5	25025110103				3	0.5	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
26	COMMONWEALTH TE	2135	26 Commonwealth Ter # 20-A	42.34667	-71.14019	Corner	3	25025000701				3	0.5	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
26	HUCKINS ST	2119	26 Huckins St	42.323485	-71.07476	D2D	K	25025080100				7	0.3	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
26	CHISWICK RD	2135	26 Chiswick Rd # 26-9	42.338578	-71.150726	D2D	4	25025000503				2	0.5	Eddie Collins School	7:30:00 AM	3:00:00 PM	"50 St Mary St, 02215"	42.347944	-71.106757
26	YARMOUTH ST	2116	26 Yarmouth St # 3	42.34597	-71.07703	D2D	4	25025070700				4	0.5	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
26	OLDFIELDS RD	2121	26 Oldfields Rd	42.30709	-71.07871	D2D	1	25025090200				7	0.4	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
26	APPLETON ST	2116	26 Appleton St	42.34587	-71.07143	D2D	3	25025070300				5	0.5	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
26	HOPKINS RD	2130	26 Hopkins Rd	42.30825	-71.13378	Corner	2	25025120105				1	0.4	Tom Yawkey School	7:30:00 AM	2:10:00 PM	"70 Worcester St, 02118"	42.338748	-71.077747
26	OAKCREST RD	2136	26 Oakcrest Rd	42.26445	-71.10459	Corner	K	25025140400				3	0.3	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
26	WESTOVER ST	2132	26 Westover St	42.29222	-71.15717	D2D	2	25025130100				1	0.4	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
26	LONSDALE ST	2124	26 Lonsdale St	42.29041	-71.0619	D2D	4	25025100601				3	0.5	George Scott School	9:30:00 AM	5:00:00 PM	"152 Arlington St, 02116"	42.34842	-71.068867
26	GREENOUGH AV	2130	26 Greenough Ave	42.30988	-71.11324	D2D	K	25025120400				3	0.2	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
26	BRACKETT ST	2135	26 Brackett St	42.35117	-71.16544	Corner	4	25025000201				2	0.3	Bill Monbouquette School	8:30:00 AM	4:00:00 PM	"240 Medford St, 02129"	42.380102	-71.061057
26	GATES ST	2127	26 Gates St	42.33324	-71.04811	Corner	6	25025061000				4	0.5	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
26	HECLA ST	2122	26 Hecla St	42.3068	-71.05983	Corner	3	25025091600				6	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
27	GLENHILL RD	2126	27 Glenhill Rd	42.27772	-71.08266	Corner	3	25025101002				5	0.5	Cy Young School	7:30:00 AM	2:10:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
27	PEAK HILL RD	2132	27 Peak Hill Rd	42.29184	-71.14515	D2D	4	25025110601				1	0.3	Everett Scott School	9:30:00 AM	5:00:00 PM	"25 Glen Rd, 02130"	42.308935	-71.103466
27	WALDEMAR AV	2128	27 Waldemar Ave	42.39083	-70.99948	D2D	5	25025051101				3	0.4	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
27	ELM ST	2122	27-29 Elm St # 1	42.30061	-71.053025	Corner	K	25025092101				6	0.3	Ben Mondor School	7:30:00 AM	3:00:00 PM	"205 Townsend St, 02121"	42.316794	-71.084757
27	BRIGHTON ST	2129	27 Brighton St	42.38352	-71.07774	D2D	6	25025040600				3	0.4	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
27	MILFORD ST	2118	27 Milford St	42.34407	-71.06937	Wheelchair	K	25025070500				4	0.2	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
27	ALBION ST	2136	27 Albion St # 2	42.252532	-71.114779	Corner	5	25025140202				2	0.4	Marty Barrett School	7:30:00 AM	3:00:00 PM	"189 Glenway St, 02121"	42.296597	-71.080657
27	RUTLAND ST	2118	27 Rutland St	42.3396	-71.0755	Corner	6	25025070500				4	0.5	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
27	EVANS ST	2124	27 Evans St	42.28293	-71.07813	D2D	5	25025100300				6	0.5	Frank Malzone School	8:30:00 AM	4:00:00 PM	"20 Kearsarge Ave, 02119"	42.327022	-71.081716
27	BOWDOIN ST	2114	27 Bowdoin St # 27-1B	42.360441	-71.063105	D2D	2	25025020302				4	0.3	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
27	ROSEMARY ST	2130	27 Rosemary St	42.30407	-71.11333	Corner	4	25025120201				3	0.3	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
27	FREELAND ST	2126	27 Freeland St	42.2746	-71.0787	Corner	1	25025101002				5	0.4	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
27	BRADSHAW ST	2121	27 Bradshaw St	42.29885	-71.08281	D2D	6	25025090100				7	0.5	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
27	PARKER ST	2129	27 Parker St # 3	42.383046	-71.079371	D2D	3	25025040600				3	0.5	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
27	MURRAY HILL RD	2131	27 Murray Hill Rd	42.28699	-71.12605	Corner	4	25025110401				4	0.3	Joe Dobson School	8:30:00 AM	4:00:00 PM	"61 School St, 02119"	42.313946	-71.097867
27	ANDERSON ST	2114	27 Anderson St # 4	42.360227	-71.067932	Corner	6	25025020200				2	0.5	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
27	SOUTH ST	2135	27 South St # 1	42.340138	-71.156822	Corner	4	25025000402				4	0.3	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
27	SAMMETT AV	2131	27 Sammett Ave	42.28535	-71.11654	Corner	5	25025110301				4	0.5	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
27	WINBOROUGH ST	2136	27 Winborough St	42.26549	-71.10491	D2D	2	25025140400				3	0.4	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
27	WAREHAM ST	2118	27 Wareham St PH-2	42.33959	-71.0681	Corner	K	25025071201				6	0.3	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
27	BANFIELD AV	2126	27 Banfield Ave	42.277	-71.08719	D2D	1	25025101002				5	0.4	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
27	BROOKVIEW ST	2124	27 Brookview St	42.28893	-71.09133	Corner	6	25025100100				6	0.4	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
27	CHAMPNEY ST	2135	27 Champney St	42.352	-71.1685	D2D	3	25025000301				2	0.5	Rick Burleson School	7:30:00 AM	3:00:00 PM	"35 Sunnyside St, 02136"	42.251551	-71.133338
27	KING ST	2122	27 King St	42.29236	-71.05971	D2D	5	25025100601				3	0.5	Ellis Kinder School	8:30:00 AM	3:10:00 PM	"60 Hawthorne St, 02136"	42.28301	-71.126357
27	CLEMENTINE PK	2124	27 Clementine Park	42.29307	-71.0654	D2D	3	25025092200				7	0.5	Eddie Collins School	7:30:00 AM	3:00:00 PM	"50 St Mary St, 02215"	42.347944	-71.106757
27	WESTGATE RD	2467	27 Westgate Rd #W-27-6	42.301015	-71.166797	D2D	4	25025130100				1	0.5	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
27	VOSE AV	2136	27 Vose Ave	42.25664	-71.11341	Corner	K	25025140202				2	0.3	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
27	FERNBORO ST	2121	27 Fernboro St	42.310909	-71.077829	Corner	K	25025090300				6	0.3	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
27	E SPRINGFIELD ST	2118	27 E Springfield St # 1	42.33616	-71.07561	Corner	K	25025071101				7	0.3	Sr. Kennedy School	8:30:00 AM	3:10:00 PM	"160 Harrishof St, 02119"	42.317688	-71.091564
27	WRENTHAM ST	2124	27 Wrentham St	42.28764	-71.06252	D2D	2	25025100800				4	0.4	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
27	HOLBROOK ST	2130	27 Holbrook St	42.31047	-71.11719	D2D	4	25025120103				1	0.5	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
27	HOLMFIELD AV	2136	27 Holmfield Ave	42.26276	-71.10019	Corner	2	25025140400				3	0.4	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
27	MAYHEW ST	2125	27 Mayhew St	42.32133	-71.05967	D2D	K	25025090700				6	0.3	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
27	BAY ST	2125	27 Bay St	42.310962	-71.056307	D2D	3	25025091001				6	0.5	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
27	W CEDAR ST	2108	27 W Cedar St	42.35861	-71.0697	D2D	6	25025020101				2	0.5	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
27	WINTHROP ST	2129	27 Winthrop St	42.373862	-71.061069	D2D	5	25025040100				2	0.5	Eddie Kasko School	8:30:00 AM	4:00:00 PM	"97 Peterborough St, 02215"	42.343455	-71.099084
28	RANLEY RD	2136	28 Ranley Rd	42.26691	-71.103	Corner	K	25025140400				3	0.3	Tommy Harper School	8:30:00 AM	4:00:00 PM	"396 Northampton St, 02118"	42.340473	-71.08306
28	ST MARGARET ST	2125	28 Saint Margaret St	42.32189	-71.05902	Corner	2	25025090700				6	0.4	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
28	SIDLAW RD	2135	28 Sidlaw Rd # 28-21	42.34035	-71.1527	Corner	3	25025000502				2	0.3	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
28	SIDLAW RD	2135	28 Sidlaw Rd # 28-21	42.34035	-71.1527	D2D	2	25025000502				2	0.4	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
28	LINDSEY ST	2124	28 Lindsey St	42.29744	-71.06866	Corner	1	25025092000				6	0.4	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
28	WESTGATE RD	2467	28 Westgate Rd #W-28-5	42.301344	-71.165803	D2D	3	25025130100				1	0.5	Wes Ferrell School	8:30:00 AM	3:10:00 PM	"20 Child St, 02130"	42.307318	-71.114485
28	DUNREATH ST	2119	28 Dunreath St	42.32335	-71.08056	Corner	K	25025081800				7	0.2	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
28	HOLLANDER ST	2121	28 Hollander St # 28	42.31558	-71.08957	Corner	2	25025081900				6	0.4	Frank Sullivan School	9:30:00 AM	4:10:00 PM	"174 Ipswich St, 02215"	42.346182	-71.094974
28	W WALNUT PK	2119	28 W Walnut Park	42.317013	-71.098797	Corner	2	25025081300				6	0.3	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
28	UPTON ST	2118	28 Upton St	42.34231	-71.07236	Corner	K	25025070500				4	0.3	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
28	BRENT ST	2124	28 Brent St	42.28927	-71.06993	Corner	K	25025100500				6	0.3	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
28	PRINCE ST	2130	28 Prince St	42.31023	-71.12116	D2D	4	25025120103				1	0.5	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
28	PRINCE ST	2130	28 Prince St	42.31023	-71.12116	Corner	5	25025120103				1	0.5	Jimmy Piersall School	8:30:00 AM	4:00:00 PM	"35 Baker St, 02132"	42.271834	-71.162543
28	STONECREST RD	2126	28 Stonecrest Rd	42.27675	-71.10495	Corner	1	25025101001				4	0.2	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
28	HANSON ST	2118	28 Hanson St	42.34374	-71.07052	Corner	3	25025070500				4	0.5	Joe Dobson School	8:30:00 AM	4:00:00 PM	"61 School St, 02119"	42.313946	-71.097867
28	COMMONWEALTH AV	2116	28 Commonwealth Ave # 2	42.35293	-71.07265	D2D	1	25025010702				7	0.4	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
28	BATCHELDER ST	2119	28 Batchelder St	42.32199	-71.06932	D2D	1	25025090600				6	0.4	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
28	DEERING RD	2126	28 Deering Rd # 1	42.283967	-71.093134	D2D	5	25025101101				4	0.5	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
28	SUSSEX ST	2120	28 Sussex St	42.33593	-71.0837	D2D	4	25025080500				7	0.5	Bruce Hurst School	8:30:00 AM	4:00:00 PM	"144 McBride St, 02130"	42.306584	-71.109228
28	DADE ST	2119	28 Dade St	42.332374	-71.083345	Corner	6	25025080401				7	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
28	CHARLES ST	2108	28 Charles St # 14	42.3568	-71.07003	D2D	5	25025020101				2	0.5	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
28	GOLDSMITH ST	2130	28 Goldsmith St # 3	42.30796	-71.11851	Corner	5	25025120104				2	0.5	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
28	COTTON ST	2131	28 Cotton St # 2	42.29115	-71.12976	Corner	K	25025110607				1	0.3	Cecil Hughson School	8:30:00 AM	4:00:00 PM	"18 Croftland Av, 02124"	42.281235	-71.069592
28	RANSOM RD	2135	28 Ransom Rd # 28-2	42.34285	-71.14525	D2D	3	25025000401				1	0.3	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
28	OLMSTEAD ST	2130	28 Olmstead St	42.31121	-71.10011	Corner	2	25025120301				5	0.4	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
28	SYMPHONY RD	2115	28 Symphony Rd # 3	42.34278	-71.08813	D2D	K	25025010404				1	0.3	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
28	POMPEII ST	2119	28 Pompeii St # 3	42.3294	-71.07063	Corner	K	25025080100				7	0.3	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
28	PARKTON RD	2130	28 Parkton Rd # 1	42.32227	-71.11432	Corner	3	25025120700				1	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
28	OAKLEY ST	2124	28 Oakley St	42.30184	-71.06982	D2D	5	25025092000				6	0.5	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
28	RODMAN ST	2130	28 Rodman St	42.29315	-71.11549	D2D	6	25025110103				3	0.5	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
28	SAVIN ST	2119	28 Savin St	42.31673	-71.08064	Corner	3	25025081800				7	0.5	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
28	RICH ST	2126	28 Rich St	42.2761	-71.08939	D2D	2	25025101002				5	0.3	Curt Gowdy School	7:30:00 AM	3:00:00 PM	"95 G St, 02127"	42.332875	-71.044888
28	MORRILL ST	2125	28 Morrill St	42.3163	-71.06103	D2D	1	25025091200				6	0.4	Marty Barrett School	7:30:00 AM	3:00:00 PM	"189 Glenway St, 02121"	42.296597	-71.080657
28	DUNCKLEE ST	2135	28 Duncklee St	42.35426	-71.1564	Corner	6	25025000202				2	0.5	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
28	WEBSTER ST	2136	28 Webster St	42.25813	-71.1214	Corner	2	25025140300				6	0.4	John Valentin School	9:30:00 AM	5:00:00 PM	"426 Beech St, 02131"	42.277735	-71.135332
28	MORA ST	2124	28 Mora St # 2	42.28217	-71.07252	Corner	3	25025100400				5	0.3	Ellis Kinder School	8:30:00 AM	3:10:00 PM	"60 Hawthorne St, 02136"	42.28301	-71.126357
28	WILLIAMS ST	2119	28 Williams St	42.33242	-71.08276	D2D	4	25025080401				7	0.3	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
28	PINEDALE RD	2131	28 Pinedale Rd	42.27693	-71.1215	D2D	3	25025110403				2	0.3	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
28	WEYANOKE ST	2124	28 Weyanoke St	42.28218	-71.06162	Corner	3	25025100800				4	0.3	Lefty Grove School	7:30:00 AM	3:00:00 PM	"150 Norfolk Ave, 02119"	42.326126	-71.071284
28	BRYON RD	2467	28 Bryon Rd #B-28-2	42.300674	-71.166915	D2D	3	25025130100				1	0.5	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
28	SHAFTER ST	2121	28 Shafter St	42.29971	-71.07738	Corner	2	25025091900				6	0.4	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
28	GAYLAND ST	2125	28 Gayland St	42.32007	-71.07558	Corner	1	25025090400				6	0.2	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
28	MORELAND ST	2119	28 Moreland St	42.32558	-71.08124	D2D	1	25025080300				7	0.2	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
28	VFW PW	2132	28 VFW Pkwy	42.29556	-71.13808	Corner	5	25025110601				1	0.4	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
28	COPELAND ST	2119	28 Copeland St	42.322376	-71.080913	Corner	K	25025081800				7	0.3	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
28	CHISHOLM RD	2131	28 Chisholm Rd	42.2755	-71.12765	Corner	3	25025110403				2	0.5	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
28	MALCOLM RD	2130	28 Malcolm Rd	42.30191	-71.13145	D2D	6	25025120105				1	0.5	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
28	CHURCH ST	2122	28 Church St # 3	42.308787	-71.062408	D2D	3	25025091500				6	0.3	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
28	QUINT AV	2134	28 Quint Ave # 55	42.35233	-71.13394	Corner	5	25025000704				4	0.5	Bruce Hurst School	8:30:00 AM	4:00:00 PM	"144 McBride St, 02130"	42.306584	-71.109228
29	BOARDMAN ST	2128	29 Boardman St	42.3881	-71.00899	D2D	5	25025051101				3	0.4	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
29	WINDERMERE RD	2125	29 Windermere Rd	42.314074	-71.062964	Corner	6	25025091200				6	0.5	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
29	HARVARD ST	2111	29 Harvard St	42.349585	-71.062509	D2D	6	25025070200				7	0.5	Roger Clemens School	7:30:00 AM	3:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
29	ASTORIA ST	2126	29 Astoria St	42.28004	-71.08733	Corner	K	25025101102				6	0.3	George Scott School	9:30:00 AM	5:00:00 PM	"152 Arlington St, 02116"	42.34842	-71.068867
29	ARLINGTON ST	2136	29 Arlington St	42.25977	-71.11587	D2D	5	25025140300				6	0.5	Tommy Harper School	8:30:00 AM	4:00:00 PM	"396 Northampton St, 02118"	42.340473	-71.08306
29	KEYSTONE ST	2132	29 Keystone St	42.27036	-71.16476	Corner	K	25025130402				2	0.3	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
29	FREELAND ST	2126	29 Freeland St	42.27474	-71.07878	D2D	3	25025101002				5	0.5	Jimmie Foxx School	7:30:00 AM	3:00:00 PM	"50 Burke St, 02127"	42.337285	-71.085266
